vehicle_record_id,vehicle_id,registration_number,owner_person_id,vehicle_type,make,model,registration_date,event_datetime,location_id,location,event_type,status,case_id
VREC-000143,V-000619,AP-39-UT-7175,P-000551,CAR,Hyundai,Verna,2026-01-01,2026-01-21 00:04:07,L-000072,"Warehouse Zone, Erode",SEEN,ACTIVE,CR-2026-2014
VREC-000144,V-000350,CG-52-QW-2426,P-000350,BIKE,TVS,Apache,2026-01-01,2026-04-06 19:45:50,L-000188,"Railway Station, Chennai",SEEN,ACTIVE,CR-2026-2002
VREC-000145,V-000654,WB-23-XA-4055,P-000718,BIKE,Honda,Apache,2026-01-01,2026-02-06 13:13:32,L-000072,"Warehouse Zone, Erode",SEEN,ACTIVE,
VREC-000146,V-000674,GJ-61-BL-6217,P-001797,CAR,Maruti,Verna,2026-01-01,2026-03-10 07:06:25,L-000162,"Industrial Estate, Thoothukudi",REGISTERED,ACTIVE,
VREC-000147,V-000601,MH-08-IC-5545,P-001229,CAR,Tata,City,2026-01-01,2026-05-01 03:33:44,L-000054,"Warehouse Zone, Cuddalore",SEEN,INACTIVE,CR-2026-2009
VREC-000148,V-000678,RJ-08-PZ-1008,P-001886,VAN,Maruti,Supro,2026-01-01,2026-03-19 16:40:09,L-000039,"Port Area, Dindigul",REGISTERED,INACTIVE,
VREC-000149,V-000633,PB-48-AR-1129,P-001265,BIKE,Yamaha,Splendor,2026-01-01,2026-05-24 04:13:57,L-000081,"Textile Market, Karur",REGISTERED,ACTIVE,
VREC-000150,V-000622,MH-13-VQ-9408,P-001115,BIKE,Bajaj,FZ,2026-01-01,2026-05-12 22:26:11,L-000105,"Bypass, Tirunelveli",SEEN,ACTIVE,
VREC-000151,V-000022,MP-24-UZ-9142,P-000872,CAR,Mahindra,Thar,2026-01-01,2026-03-20 12:16:20,L-000092,"Old Town, Cuddalore",MOVED,ACTIVE,
VREC-000152,V-000288,WB-61-RD-3322,P-000015,TRUCK,Bharat Benz,LP 1613,2026-01-01,2026-03-29 11:16:12,L-000153,"University Road, Krishnagiri",SEEN,ACTIVE,CR-2026-2005
VREC-000153,V-000644,CG-07-DP-4178,P-000566,BIKE,TVS,Pulsar,2026-01-01,2026-04-19 06:43:56,L-000123,"Old Town, Krishnagiri",REGISTERED,ACTIVE,
VREC-000154,V-000237,MH-97-NG-3795,P-001076,VAN,Tata,Winger,2026-01-01,2026-06-03 04:36:43,L-000121,"Residential Colony, Nagercoil",MOVED,ACTIVE,
VREC-000155,V-000687,MP-24-HD-3371,P-000996,CAR,Maruti,Innova,2026-01-01,2026-01-28 19:54:59,L-000165,"Ring Road, Krishnagiri",MOVED,ACTIVE,CR-2026-2005
VREC-000156,V-000055,GJ-60-HO-3869,P-001325,VAN,Tata,Winger,2026-01-01,2026-08-28 14:00:45,L-000054,"Warehouse Zone, Cuddalore",MOVED,ACTIVE,
VREC-000157,V-000205,TN-47-XQ-5506,P-001892,BIKE,Honda,Shine,2026-01-01,2026-03-13 14:18:35,L-000072,"Warehouse Zone, Erode",MOVED,INACTIVE,
VREC-000158,V-000132,KL-77-QR-2908,P-001991,BIKE,Honda,Shine,2026-01-01,2026-07-31 08:38:31,L-000015,"SIPCOT, Kanniyakumari",MOVED,ACTIVE,CR-2026-2004
VREC-000159,V-000112,TS-41-SH-8360,P-000501,CAR,Honda,Swift,2026-01-01,2026-02-22 16:42:37,L-000121,"Residential Colony, Nagercoil",SEEN,ACTIVE,
VREC-000160,V-000297,TS-81-LK-3608,P-000932,CAR,Mahindra,City,2026-01-01,2026-08-14 22:33:18,L-000130,"Auto Nagar, Nagapattinam",SEEN,ACTIVE,CR-2026-2016
VREC-000161,V-000051,KL-35-ZF-9748,P-001169,CAR,Mahindra,Innova,2026-01-01,2026-08-10 15:24:55,L-000061,"Old Town, Tiruchirappalli",MOVED,ACTIVE,
VREC-000162,V-000435,HR-15-LN-1721,P-000598,BIKE,Yamaha,Apache,2026-01-01,2026-07-25 23:34:06,L-000101,"Industrial Estate, Coimbatore",REGISTERED,ACTIVE,
VREC-000163,V-000138,KL-13-IY-6468,P-000315,CAR,Maruti,Verna,2026-01-01,2026-01-30 12:12:51,L-000009,"Highway Junction, Krishnagiri",MOVED,ACTIVE,
VREC-000164,V-000498,MP-31-UT-3020,P-000186,CAR,Mahindra,Innova,2026-01-01,2026-01-22 09:56:31,L-000165,"Ring Road, Krishnagiri",SEEN,ACTIVE,
VREC-000165,V-000558,MP-14-BP-6070,P-001006,VAN,Maruti,Winger,2026-01-01,2026-02-11 04:12:46,L-000100,"Bypass, Cuddalore",MOVED,INACTIVE,
VREC-000166,V-000001,RJ-86-GO-9944,P-001320,CAR,Tata,Thar,2026-01-01,2026-01-06 14:04:52,L-000153,"University Road, Krishnagiri",MOVED,INACTIVE,CR-2026-2004
VREC-000167,V-000007,MH-86-EQ-3382,P-000524,VAN,Maruti,Trax,2026-01-01,2026-08-13 02:47:17,L-000197,"IT Park, Tirunelveli",REGISTERED,ACTIVE,
VREC-000168,V-000522,AP-48-ZS-8024,P-000251,CAR,Mahindra,Swift,2026-01-01,2026-03-03 10:14:03,L-000153,"University Road, Krishnagiri",MOVED,ACTIVE,
VREC-000169,V-000619,AP-39-UT-7175,P-000551,CAR,Hyundai,Verna,2026-01-01,2026-01-03 04:08:45,L-000007,"Ring Road, Krishnagiri",MOVED,ACTIVE,
VREC-000170,V-000207,KA-47-JF-7149,P-000136,VAN,Maruti,Trax,2026-01-01,2026-01-30 11:39:49,L-000106,"Railway Station, Hosur",MOVED,INACTIVE,
VREC-000171,V-000405,DL-68-IP-5919,P-001308,CAR,Mahindra,Verna,2026-01-01,2026-02-10 15:32:01,L-000121,"Residential Colony, Nagercoil",MOVED,ACTIVE,
VREC-000172,V-000607,HR-43-BN-5152,P-000004,CAR,Maruti,City,2026-01-01,2026-07-09 09:26:37,L-000182,"IT Park, Karur",REGISTERED,ACTIVE,
VREC-000173,V-000225,MP-91-DM-4635,P-000970,VAN,Maruti,Eeco,2026-01-01,2026-05-06 09:35:41,L-000021,"Old Town, Coimbatore",MOVED,ACTIVE,CR-2026-2019
VREC-000174,V-000559,KL-11-DO-9315,P-001547,TRUCK,Ashok Leyland,Truck 3520,2026-01-01,2026-06-09 19:48:37,L-000116,"Highway Junction, Vellore",REGISTERED,INACTIVE,CR-2026-2001
VREC-000175,V-000575,KA-10-RM-8196,P-001595,BIKE,Bajaj,Apache,2026-01-01,2026-02-18 14:43:35,L-000092,"Old Town, Cuddalore",SEEN,ACTIVE,
VREC-000176,V-000042,TS-83-WC-8409,P-001065,VAN,Maruti,Trax,2026-01-01,2026-04-20 01:57:25,L-000188,"Railway Station, Chennai",MOVED,ACTIVE,CR-2026-2014
VREC-000177,V-000210,TN-08-IZ-1769,P-000133,TRUCK,Bharat Benz,Pro 3015,2026-01-01,2026-08-28 11:02:32,L-000102,"Industrial Estate, Hosur",SEEN,ACTIVE,
VREC-000178,V-000558,MP-14-BP-6070,P-001006,VAN,Maruti,Winger,2026-01-01,2026-06-15 14:00:58,L-000077,"Textile Market, Coimbatore",MOVED,ACTIVE,CR-2026-2018
VREC-000179,V-000665,RJ-92-QA-2738,P-000226,VAN,Mahindra,Supro,2026-01-01,2026-04-09 00:24:36,L-000151,"Warehouse Zone, Salem",SEEN,ACTIVE,CR-2026-2019
VREC-000180,V-000016,MP-69-QT-2031,P-000233,CAR,Tata,Nexon,2026-01-01,2026-05-19 12:49:17,L-000147,"Port Area, Tiruchirappalli",SEEN,ACTIVE,CR-2026-2005
VREC-000181,V-000286,MH-51-JQ-1704,P-000607,TRUCK,Ashok Leyland,3223,2026-01-01,2026-06-08 00:26:56,L-000121,"Residential Colony, Nagercoil",REGISTERED,ACTIVE,CR-2026-2014
VREC-000182,V-000095,KL-64-TH-5648,P-001834,CAR,Tata,City,2026-01-01,2026-05-01 02:46:16,L-000170,"Bus Stand, Karur",MOVED,ACTIVE,
VREC-000183,V-000268,TS-01-AV-9419,P-001162,CAR,Mahindra,Thar,2026-01-01,2026-08-03 19:32:38,L-000018,"Bus Stand, Madurai",REGISTERED,ACTIVE,CR-2026-2016
VREC-000184,V-000353,BR-49-VR-4950,P-000086,VAN,Force,Eeco,2026-01-01,2026-03-12 02:35:00,L-000103,"Industrial Estate, Erode",MOVED,ACTIVE,CR-2026-2016
VREC-000185,V-000549,MH-46-YR-7607,P-001517,CAR,Hyundai,Swift,2026-01-01,2026-01-24 06:55:23,L-000091,"Industrial Estate, Nagapattinam",MOVED,ACTIVE,CR-2026-2009
VREC-000186,V-000543,MP-88-AA-8927,P-000662,CAR,Honda,City,2026-01-01,2026-08-09 18:49:16,L-000164,"SIPCOT, Hosur",REGISTERED,ACTIVE,
VREC-000187,V-000068,GJ-08-AQ-4583,P-001735,BIKE,Hero,Pulsar,2026-01-01,2026-01-15 15:14:47,L-000001,"Old Town, Erode",REGISTERED,ACTIVE,
VREC-000188,V-000113,TS-86-SI-7468,P-001997,CAR,Toyota,Verna,2026-01-01,2026-05-28 10:14:37,L-000015,"SIPCOT, Kanniyakumari",SEEN,ACTIVE,
VREC-000189,V-000565,DL-84-VV-5253,P-001152,CAR,Toyota,Nexon,2026-01-01,2026-05-24 12:52:57,L-000090,"Warehouse Zone, Salem",MOVED,ACTIVE,
VREC-000190,V-000344,HR-58-UZ-8226,P-000998,VAN,Mahindra,Trax,2026-01-01,2026-08-05 02:42:16,L-000016,"University Road, Karur",MOVED,ACTIVE,
VREC-000191,V-000088,TN-11-ZX-1139,P-000031,CAR,Mahindra,Thar,2026-01-01,2026-08-19 04:51:13,L-000102,"Industrial Estate, Hosur",SEEN,ACTIVE,
VREC-000192,V-000587,TN-22-SX-7938,P-000061,CAR,Mahindra,Swift,2026-01-01,2026-08-26 10:20:06,L-000092,"Old Town, Cuddalore",MOVED,ACTIVE,
VREC-000193,V-000583,KA-83-NV-1760,P-001857,CAR,Maruti,City,2026-01-01,2026-06-13 12:42:45,L-000164,"SIPCOT, Hosur",MOVED,INACTIVE,
VREC-000194,V-000168,GJ-76-GU-7585,P-000918,BIKE,Yamaha,FZ,2026-01-01,2026-07-29 16:57:43,L-000157,"University Road, Chennai",REGISTERED,ACTIVE,
VREC-000195,V-000594,DL-43-RR-2336,P-001786,VAN,Mahindra,Trax,2026-01-01,2026-01-11 23:50:33,L-000157,"University Road, Chennai",REGISTERED,ACTIVE,
VREC-000196,V-000289,RJ-10-AF-2511,P-000823,VAN,Tata,Eeco,2026-01-01,2026-02-28 10:29:19,L-000102,"Industrial Estate, Hosur",MOVED,ACTIVE,CR-2026-2011
VREC-000197,V-000564,KA-11-KD-6525,P-000523,CAR,Honda,Verna,2026-01-01,2026-04-02 07:46:42,L-000140,"IT Park, Karur",SEEN,ACTIVE,
VREC-000198,V-000113,TS-86-SI-7468,P-001997,CAR,Toyota,Verna,2026-01-01,2026-03-20 08:18:08,L-000194,"Industrial Estate, Nagercoil",REGISTERED,ACTIVE,CR-2026-2001
VREC-000199,V-000518,CG-06-QT-1246,P-001453,CAR,Toyota,Verna,2026-01-01,2026-05-03 19:45:22,L-000154,"Bypass, Cuddalore",MOVED,ACTIVE,
VREC-000200,V-000588,TS-31-NV-3935,P-001178,VAN,Tata,Trax,2026-01-01,2026-06-22 03:23:41,L-000037,"Port Area, Karur",REGISTERED,ACTIVE,CR-2026-2013
VREC-000201,V-000308,CG-79-RP-7299,P-000332,BIKE,Yamaha,FZ,2026-01-01,2026-02-25 18:35:36,L-000179,"SIPCOT, Tiruchirappalli",REGISTERED,ACTIVE,
VREC-000202,V-000611,TN-61-JM-1669,P-000493,VAN,Tata,Winger,2026-01-01,2026-05-16 01:15:19,L-000188,"Railway Station, Chennai",SEEN,ACTIVE,
VREC-000203,V-000630,GJ-93-YU-6496,P-000863,TRUCK,Eicher,LP 1613,2026-01-01,2026-02-14 10:48:24,L-000103,"Industrial Estate, Erode",MOVED,ACTIVE,CR-2026-2015
VREC-000204,V-000297,TS-81-LK-3608,P-000932,CAR,Mahindra,City,2026-01-01,2026-05-02 15:37:32,L-000167,"Old Town, Dindigul",MOVED,ACTIVE,
VREC-000205,V-000662,TS-72-VR-3996,P-000287,VAN,Force,Trax,2026-01-01,2026-04-28 22:34:26,L-000114,"Ring Road, Thanjavur",MOVED,ACTIVE,
VREC-000206,V-000283,MP-17-OP-9947,P-001656,BIKE,Hero,Shine,2026-01-01,2026-04-15 08:24:55,L-000040,"University Road, Tirunelveli",MOVED,ACTIVE,
VREC-000207,V-000329,KA-03-TI-3452,P-000552,BIKE,Bajaj,Splendor,2026-01-01,2026-07-26 17:35:06,L-000115,"Port Area, Vellore",REGISTERED,ACTIVE,CR-2026-2020
VREC-000208,V-000307,BR-36-MY-2277,P-000230,TRUCK,Ashok Leyland,3223,2026-01-01,2026-05-24 03:27:17,L-000077,"Textile Market, Coimbatore",SEEN,ACTIVE,
VREC-000209,V-000149,PB-35-HT-3042,P-001392,VAN,Mahindra,Trax,2026-01-01,2026-01-13 16:52:35,L-000100,"Bypass, Cuddalore",REGISTERED,ACTIVE,CR-2026-2003
VREC-000210,V-000322,MP-03-TK-8991,P-001424,VAN,Mahindra,Supro,2026-01-01,2026-06-16 09:59:34,L-000160,"Industrial Estate, Thoothukudi",MOVED,ACTIVE,CR-2026-2009
VREC-000211,V-000216,HR-28-DJ-5126,P-001941,CAR,Maruti,Thar,2026-01-01,2026-03-25 13:30:36,L-000139,"Ring Road, Nagapattinam",REGISTERED,ACTIVE,CR-2026-2013
VREC-000212,V-000126,MP-21-QW-9762,P-001628,CAR,Honda,Nexon,2026-01-01,2026-03-17 20:45:31,L-000012,"Bus Stand, Madurai",MOVED,ACTIVE,
VREC-000213,V-000689,PB-73-UO-5654,P-001502,BIKE,Bajaj,Pulsar,2026-01-01,2026-03-08 18:42:02,L-000044,"Old Town, Cuddalore",REGISTERED,ACTIVE,CR-2026-2004
VREC-000214,V-000356,MP-24-FE-4507,P-000919,VAN,Tata,Eeco,2026-01-01,2026-05-12 09:50:48,L-000167,"Old Town, Dindigul",SEEN,ACTIVE,
VREC-000215,V-000412,MP-81-SA-2111,P-001067,VAN,Maruti,Trax,2026-01-01,2026-06-26 11:36:50,L-000047,"Industrial Estate, Salem",SEEN,ACTIVE,CR-2026-2005
VREC-000216,V-000283,MP-17-OP-9947,P-001656,BIKE,Hero,Shine,2026-01-01,2026-05-25 20:52:35,L-000079,"Warehouse Zone, Salem",SEEN,ACTIVE,
VREC-000217,V-000410,MH-11-LS-2049,P-001372,BIKE,TVS,Shine,2026-01-01,2026-02-17 15:59:49,L-000139,"Ring Road, Nagapattinam",REGISTERED,ACTIVE,CR-2026-2011
VREC-000218,V-000561,RJ-82-AM-7077,P-001432,TRUCK,Eicher,Pro 3015,2026-01-01,2026-07-30 13:15:24,L-000054,"Warehouse Zone, Cuddalore",SEEN,INACTIVE,
VREC-000219,V-000292,RJ-70-VK-7691,P-000084,CAR,Hyundai,Innova,2026-01-01,2026-07-05 13:15:28,L-000017,"Ring Road, Hosur",SEEN,ACTIVE,CR-2026-2018
VREC-000220,V-000405,DL-68-IP-5919,P-000821,CAR,Mahindra,Verna,2026-01-01,2026-08-02 03:20:35,L-000009,"Highway Junction, Krishnagiri",MOVED,ACTIVE,
VREC-000221,V-000196,RJ-88-IK-1490,P-001116,CAR,Maruti,Swift,2026-01-01,2026-04-12 15:06:38,L-000114,"Ring Road, Thanjavur",SEEN,ACTIVE,
VREC-000222,V-000435,HR-15-LN-1721,P-000598,BIKE,Yamaha,Apache,2026-01-01,2026-07-12 18:01:51,L-000078,"Technology Park, Nagercoil",REGISTERED,ACTIVE,CR-2026-2007
VREC-000223,V-000489,WB-88-FC-8778,P-001445,CAR,Maruti,City,2026-01-01,2026-04-19 06:33:58,L-000101,"Industrial Estate, Coimbatore",REGISTERED,INACTIVE,
VREC-000224,V-000067,DL-43-GJ-9302,P-000123,CAR,Maruti,Verna,2026-01-01,2026-06-13 09:31:06,L-000172,"Warehouse Zone, Chennai",SEEN,ACTIVE,CR-2026-2015
VREC-000225,V-000413,CG-86-OD-5133,P-000993,CAR,Honda,City,2026-01-01,2026-06-25 05:23:53,L-000020,"Residential Colony, Karur",SEEN,ACTIVE,
VREC-000226,V-000056,KA-09-ME-1009,P-001570,CAR,Toyota,Thar,2026-01-01,2026-08-11 03:22:59,L-000102,"Industrial Estate, Hosur",SEEN,ACTIVE,
VREC-000227,V-000069,BR-52-KZ-8541,P-001287,CAR,Tata,Nexon,2026-01-01,2026-03-17 09:10:49,L-000052,"Bus Stand, Erode",MOVED,INACTIVE,
VREC-000228,V-000267,PB-66-IU-1664,P-000317,VAN,Tata,Trax,2026-01-01,2026-03-19 12:19:38,L-000053,"Bypass, Madurai",REGISTERED,INACTIVE,
VREC-000229,V-000165,PB-33-ZH-9682,P-001574,TRUCK,Bharat Benz,Truck 3520,2026-01-01,2026-03-13 14:42:44,L-000129,"Warehouse Zone, Nagercoil",MOVED,ACTIVE,
VREC-000230,V-000142,MP-35-XB-3242,P-001231,CAR,Toyota,Swift,2026-01-01,2026-01-18 21:10:22,L-000038,"Bus Stand, Madurai",MOVED,ACTIVE,CR-2026-2005
VREC-000231,V-000648,BR-69-CA-7020,P-000602,CAR,Toyota,City,2026-01-01,2026-05-28 12:57:48,L-000097,"Technology Park, Coimbatore",REGISTERED,ACTIVE,
VREC-000232,V-000485,PB-84-OK-3386,P-001244,VAN,Maruti,Eeco,2026-01-01,2026-05-08 12:17:49,L-000162,"Industrial Estate, Thoothukudi",SEEN,ACTIVE,CR-2026-2007
VREC-000233,V-000016,MP-69-QT-2031,P-001476,CAR,Tata,Nexon,2026-01-01,2026-01-02 23:56:20,L-000020,"Residential Colony, Karur",SEEN,ACTIVE,CR-2026-2009
VREC-000234,V-000252,AP-92-OI-3713,P-000235,CAR,Toyota,City,2026-01-01,2026-05-31 23:43:12,L-000113,"Old Town, Tirunelveli",SEEN,ACTIVE,CR-2026-2007
VREC-000235,V-000683,CG-62-HC-4037,P-001583,CAR,Honda,Thar,2026-01-01,2026-08-02 04:38:00,L-000091,"Industrial Estate, Nagapattinam",SEEN,ACTIVE,
VREC-000236,V-000341,UP-01-KK-8872,P-000914,CAR,Hyundai,City,2026-01-01,2026-08-02 05:48:13,L-000044,"Old Town, Cuddalore",REGISTERED,ACTIVE,
VREC-000237,V-000616,MH-11-SQ-7450,P-000263,CAR,Maruti,Nexon,2026-01-01,2026-01-16 05:44:54,L-000086,"Old Town, Kanniyakumari",SEEN,INACTIVE,CR-2026-2010
VREC-000238,V-000274,AP-64-OO-5612,P-001147,CAR,Maruti,City,2026-01-01,2026-05-25 05:48:39,L-000072,"Warehouse Zone, Erode",MOVED,ACTIVE,
VREC-000239,V-000125,GJ-93-AT-2415,P-001216,TRUCK,Tata,LP 1613,2026-01-01,2026-08-29 15:08:46,L-000114,"Ring Road, Thanjavur",SEEN,ACTIVE,CR-2026-2011
VREC-000240,V-000050,RJ-31-AZ-4201,P-000218,BIKE,Bajaj,Pulsar,2026-01-01,2026-05-20 21:39:13,L-000074,"IT Park, Chennai",REGISTERED,ACTIVE,CR-2026-2014
VREC-000241,V-000403,KA-60-CG-9329,P-000101,CAR,Mahindra,Swift,2026-01-01,2026-01-15 07:32:18,L-000130,"Auto Nagar, Nagapattinam",MOVED,ACTIVE,
VREC-000242,V-000654,WB-23-XA-4055,P-000718,BIKE,Honda,Apache,2026-01-01,2026-03-09 21:13:56,L-000016,"University Road, Karur",SEEN,ACTIVE,CR-2026-2002
VREC-000243,V-000067,DL-43-GJ-9302,P-000772,CAR,Maruti,Verna,2026-01-01,2026-08-20 18:35:10,L-000181,"Highway Junction, Chennai",MOVED,ACTIVE,
VREC-000244,V-000093,GJ-76-JT-9619,P-001346,CAR,Toyota,Nexon,2026-01-01,2026-08-06 11:13:49,L-000106,"Railway Station, Hosur",SEEN,ACTIVE,
VREC-000245,V-000428,BR-46-QQ-4819,P-001582,BIKE,Honda,FZ,2026-01-01,2026-01-07 17:28:51,L-000133,"Old Town, Kanniyakumari",MOVED,ACTIVE,
VREC-000246,V-000669,TN-83-DR-1908,P-001003,CAR,Honda,Thar,2026-01-01,2026-03-18 22:20:24,L-000102,"Industrial Estate, Hosur",SEEN,ACTIVE,
VREC-000247,V-000562,TN-88-FA-2354,P-000120,BIKE,TVS,Shine,2026-01-01,2026-01-20 09:37:42,L-000057,"Warehouse Zone, Vellore",SEEN,ACTIVE,
VREC-000248,V-000195,HR-93-UR-2313,P-001772,VAN,Mahindra,Trax,2026-01-01,2026-01-08 20:53:49,L-000093,"Residential Colony, Krishnagiri",REGISTERED,ACTIVE,CR-2026-2018
VREC-000249,V-000310,UP-64-XB-9718,P-000474,CAR,Toyota,Swift,2026-01-01,2026-05-15 21:47:35,L-000053,"Bypass, Madurai",SEEN,ACTIVE,
VREC-000250,V-000450,KA-25-WJ-5482,P-001648,CAR,Toyota,Thar,2026-01-01,2026-04-10 13:00:35,L-000097,"Technology Park, Coimbatore",REGISTERED,ACTIVE,
VREC-000251,V-000360,BR-95-XP-4585,P-001752,CAR,Mahindra,Nexon,2026-01-01,2026-07-03 13:38:17,L-000113,"Old Town, Tirunelveli",REGISTERED,ACTIVE,CR-2026-2018
VREC-000252,V-000547,HR-94-CT-9432,P-000193,TRUCK,Bharat Benz,LP 1613,2026-01-01,2026-01-06 23:52:47,L-000167,"Old Town, Dindigul",MOVED,ACTIVE,CR-2026-2002
VREC-000253,V-000412,MP-81-SA-2111,P-001067,VAN,Maruti,Trax,2026-01-01,2026-02-06 13:57:31,L-000188,"Railway Station, Chennai",SEEN,ACTIVE,
VREC-000254,V-000226,KL-92-TO-9621,P-001679,BIKE,Bajaj,FZ,2026-01-01,2026-04-26 02:52:42,L-000147,"Port Area, Tiruchirappalli",SEEN,INACTIVE,CR-2026-2013
VREC-000255,V-000528,PB-50-TF-2222,P-000581,CAR,Honda,City,2026-01-01,2026-01-25 15:50:32,L-000084,"Residential Colony, Karur",SEEN,ACTIVE,CR-2026-2011
VREC-000256,V-000651,HR-04-TJ-4714,P-000337,TRUCK,Ashok Leyland,LP 1613,2026-01-01,2026-08-28 03:17:32,L-000144,"Technology Park, Nagapattinam",MOVED,ACTIVE,
VREC-000257,V-000689,PB-73-UO-5654,P-001502,BIKE,Bajaj,Pulsar,2026-01-01,2026-07-07 04:26:46,L-000015,"SIPCOT, Kanniyakumari",MOVED,ACTIVE,
VREC-000258,V-000415,MP-32-VW-2077,P-000153,CAR,Hyundai,Swift,2026-01-01,2026-02-10 14:11:01,L-000009,"Highway Junction, Krishnagiri",MOVED,ACTIVE,CR-2026-2006
VREC-000259,V-000663,GJ-69-IY-7595,P-001934,BIKE,Hero,Shine,2026-01-01,2026-06-14 07:37:29,L-000091,"Industrial Estate, Nagapattinam",MOVED,ACTIVE,
VREC-000260,V-000551,MP-20-NQ-1990,P-000148,CAR,Tata,Innova,2026-01-01,2026-01-07 04:36:40,L-000082,"Highway Junction, Nagercoil",SEEN,ACTIVE,CR-2026-2016
VREC-000261,V-000612,KL-04-IH-9867,P-000570,VAN,Maruti,Trax,2026-01-01,2026-08-06 13:08:14,L-000155,"Grain Market, Cuddalore",REGISTERED,ACTIVE,
VREC-000262,V-000090,MH-38-LV-6853,P-001877,BIKE,Bajaj,Pulsar,2026-01-01,2026-03-24 21:18:11,L-000044,"Old Town, Cuddalore",SEEN,INACTIVE,CR-2026-2020
VREC-000263,V-000183,MH-89-CF-8761,P-001621,CAR,Hyundai,Nexon,2026-01-01,2026-04-16 08:45:49,L-000186,"Highway Junction, Nagapattinam",REGISTERED,ACTIVE,
VREC-000264,V-000584,HR-66-IH-1228,P-001710,CAR,Maruti,Swift,2026-01-01,2026-03-08 22:13:31,L-000043,"Textile Market, Karur",REGISTERED,ACTIVE,
VREC-000265,V-000305,BR-97-BW-8231,P-001137,CAR,Hyundai,Verna,2026-01-01,2026-02-10 04:48:16,L-000189,"Industrial Estate, Nagapattinam",REGISTERED,INACTIVE,
VREC-000266,V-000114,KA-29-OH-7504,P-001816,CAR,Maruti,Swift,2026-01-01,2026-01-17 14:04:10,L-000114,"Ring Road, Thanjavur",MOVED,ACTIVE,
VREC-000267,V-000571,PB-09-CR-5913,P-000053,BIKE,Bajaj,Apache,2026-01-01,2026-08-16 07:13:29,L-000012,"Bus Stand, Madurai",MOVED,ACTIVE,
VREC-000268,V-000198,TN-11-WG-8877,P-001564,TRUCK,Ashok Leyland,3223,2026-01-01,2026-01-07 23:01:43,L-000147,"Port Area, Tiruchirappalli",MOVED,ACTIVE,
VREC-000269,V-000315,WB-26-EL-5819,P-001354,CAR,Hyundai,City,2026-01-01,2026-03-21 10:13:27,L-000067,"Market Road, Nagercoil",SEEN,ACTIVE,
VREC-000270,V-000092,AP-25-ZF-7403,P-000438,VAN,Force,Eeco,2026-01-01,2026-07-20 10:15:52,L-000181,"Highway Junction, Chennai",MOVED,ACTIVE,
VREC-000271,V-000638,TS-21-ND-5931,P-001259,VAN,Mahindra,Winger,2026-01-01,2026-01-05 19:20:35,L-000077,"Textile Market, Coimbatore",MOVED,INACTIVE,
VREC-000272,V-000161,GJ-62-MI-3628,P-001389,BIKE,Honda,Apache,2026-01-01,2026-04-06 12:03:36,L-000148,"Highway Junction, Madurai",REGISTERED,ACTIVE,
VREC-000273,V-000435,HR-15-LN-1721,P-000472,BIKE,Yamaha,Apache,2026-01-01,2026-04-21 14:22:54,L-000168,"Grain Market, Salem",MOVED,ACTIVE,
VREC-000274,V-000572,MP-79-TF-9936,P-000264,CAR,Hyundai,Nexon,2026-01-01,2026-04-21 22:17:49,L-000116,"Highway Junction, Vellore",MOVED,INACTIVE,
VREC-000275,V-000038,CG-56-ZQ-6608,P-001242,CAR,Mahindra,Innova,2026-01-01,2026-07-30 17:28:51,L-000023,"Bus Stand, Kanniyakumari",REGISTERED,INACTIVE,
VREC-000276,V-000570,AP-36-LE-1514,P-000590,VAN,Force,Eeco,2026-01-01,2026-07-29 01:05:05,L-000166,"Old Town, Thoothukudi",REGISTERED,ACTIVE,
VREC-000277,V-000450,KA-25-WJ-5482,P-001648,CAR,Toyota,Thar,2026-01-01,2026-08-15 18:13:46,L-000072,"Warehouse Zone, Erode",MOVED,ACTIVE,CR-2026-2015
VREC-000278,V-000558,MP-14-BP-6070,P-001006,VAN,Maruti,Winger,2026-01-01,2026-05-01 12:54:14,L-000102,"Industrial Estate, Hosur",MOVED,ACTIVE,
VREC-000279,V-000044,TN-56-IL-4744,P-000649,CAR,Tata,Thar,2026-01-01,2026-06-24 06:35:55,L-000121,"Residential Colony, Nagercoil",MOVED,ACTIVE,CR-2026-2003
VREC-000280,V-000553,GJ-39-RQ-4198,P-000588,BIKE,TVS,Splendor,2026-01-01,2026-02-14 01:24:41,L-000038,"Bus Stand, Madurai",MOVED,ACTIVE,
VREC-000281,V-000234,UP-51-LT-6665,P-001223,CAR,Maruti,Swift,2026-01-01,2026-04-12 00:52:36,L-000096,"Warehouse Zone, Tiruchirappalli",MOVED,ACTIVE,CR-2026-2001
VREC-000282,V-000245,MP-46-BN-9340,P-000310,BIKE,Honda,FZ,2026-01-01,2026-05-14 17:46:52,L-000011,"Railway Station, Chennai",REGISTERED,ACTIVE,
VREC-000283,V-000580,GJ-17-MF-5683,P-000495,CAR,Toyota,Nexon,2026-01-01,2026-07-08 09:45:32,L-000151,"Warehouse Zone, Salem",MOVED,ACTIVE,CR-2026-2001
VREC-000284,V-000194,TS-90-UC-9486,P-000325,CAR,Mahindra,Swift,2026-01-01,2026-02-12 03:11:31,L-000153,"University Road, Krishnagiri",MOVED,ACTIVE,CR-2026-2009
