fir_id,case_id,fir_date,incident_date,incident_type,description,location_id,location,jurisdiction,victim_id,complainant_id,primary_person_id,investigator_id,status,severity
FIR-000093,CR-2026-2005,2026-06-02 06:04:55,2026-05-30 22:04:55,THEFT,Fictional theft incident tied to Synthetic Financial Fraud probe 05.,L-000016,"University Road, Karur",FIN-CRIME-CELL,P-000719,P-000015,P-000900,INV-0053,OPEN,HIGH
FIR-000094,CR-2026-2003,2026-08-30 03:08:37,2026-08-27 11:08:37,THEFT,Fictional theft incident tied to Synthetic Gold Smuggling probe 03.,L-000052,"Bus Stand, Erode",CYBER-CELL-01,P-000205,P-000595,P-000205,INV-0129,OPEN,MEDIUM
FIR-000095,CR-2026-2012,2026-01-08 19:15:45,2026-01-07 00:15:45,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Illegal Trade probe 12.,L-000082,"Highway Junction, Nagercoil",CEN-CRIME-UNIT-01,P-000968,P-000760,P-001951,INV-0098,OPEN,CRITICAL
FIR-000096,CR-2026-2009,2026-04-17 21:14:39,2026-04-17 14:14:39,THEFT,Fictional theft incident tied to Synthetic Gold Smuggling probe 09.,L-000163,"SIPCOT, Hosur",EAST-INV-DIV,P-000711,P-000786,P-000479,INV-0008,CLOSED,HIGH
FIR-000097,CR-2026-2017,2026-02-28 12:18:50,2026-02-27 08:18:50,SMUGGLING,Fictional smuggling incident tied to Synthetic Logistics Crime probe 17.,L-000138,"Port Area, Madurai",SOUTH-POL-SEC,P-001207,P-001945,P-000889,INV-0073,OPEN,MEDIUM
FIR-000098,CR-2026-2013,2026-01-27 02:26:44,2026-01-24 12:26:44,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Narcotics probe 13.,L-000015,"SIPCOT, Kanniyakumari",CEN-CRIME-UNIT-03,P-000362,P-000362,P-000583,INV-0038,CLOSED,HIGH
FIR-000099,CR-2026-2020,2026-01-24 10:58:29,2026-01-23 13:58:29,EXTORTION,Fictional extortion incident tied to Synthetic Human Trafficking probe 20.,L-000091,"Industrial Estate, Nagapattinam",CEN-CRIME-UNIT-01,P-000197,P-000866,P-001007,INV-0092,CLOSED,HIGH
FIR-000100,CR-2026-2005,2026-05-27 14:06:19,2026-05-25 03:06:19,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Financial Fraud probe 05.,L-000067,"Market Road, Nagercoil",WEST-INV-DIV,P-000631,P-001231,P-001656,INV-0095,OPEN,HIGH
FIR-000101,CR-2026-2001,2026-05-10 09:36:00,2026-05-08 04:36:00,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Cyber Fraud probe 01.,L-000052,"Bus Stand, Erode",FIN-CRIME-CELL,P-001997,P-000023,P-000370,INV-0063,OPEN,MEDIUM
FIR-000102,CR-2026-2016,2026-01-23 12:48:03,2026-01-23 03:48:03,SMUGGLING,Fictional smuggling incident tied to Synthetic Phone Fraud probe 16.,L-000167,"Old Town, Dindigul",SOUTH-POL-SEC,P-000092,P-000661,P-001126,INV-0015,OPEN,MEDIUM
FIR-000103,CR-2026-2016,2026-06-23 17:48:04,2026-06-22 08:48:04,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Phone Fraud probe 16.,L-000043,"Textile Market, Karur",FIN-CRIME-CELL,P-001720,P-000092,P-000413,INV-0038,UNDER_REVIEW,LOW
FIR-000104,CR-2026-2014,2026-07-23 03:08:55,2026-07-21 13:08:55,THEFT,Fictional theft incident tied to Synthetic Logistics Crime probe 14.,L-000176,"Auto Nagar, Krishnagiri",NARC-BUREAU-01,P-001273,P-000765,P-000551,INV-0071,UNDER_REVIEW,MEDIUM
FIR-000105,CR-2026-2009,2026-07-14 19:56:04,2026-07-14 01:56:04,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Gold Smuggling probe 09.,L-000061,"Old Town, Tiruchirappalli",CEN-CRIME-UNIT-03,P-001588,P-000360,P-001101,INV-0051,OPEN,LOW
FIR-000106,CR-2026-2018,2026-05-22 07:24:48,2026-05-22 02:24:48,EXTORTION,Fictional extortion incident tied to Synthetic Human Trafficking probe 18.,L-000020,"Residential Colony, Karur",CEN-CRIME-UNIT-01,P-000106,P-001734,P-001435,INV-0041,CLOSED,MEDIUM
FIR-000107,CR-2026-2015,2026-04-12 14:30:25,2026-04-11 00:30:25,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 15.,L-000012,"Bus Stand, Madurai",CYBER-CELL-01,P-001728,P-001240,P-001773,INV-0124,OPEN,HIGH
FIR-000108,CR-2026-2016,2026-07-20 02:06:36,2026-07-17 12:06:36,THEFT,Fictional theft incident tied to Synthetic Phone Fraud probe 16.,L-000095,"Port Area, Nagercoil",SOUTH-POL-SEC,P-000673,P-000673,P-001720,INV-0082,OPEN,HIGH
FIR-000109,CR-2026-2014,2026-01-20 07:56:37,2026-01-18 04:56:37,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 14.,L-000031,"Highway Junction, Dindigul",CEN-CRIME-UNIT-02,P-001072,P-000922,P-001146,INV-0001,UNDER_REVIEW,HIGH
FIR-000110,CR-2026-2011,2026-06-10 01:30:44,2026-06-07 05:30:44,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Narcotics probe 11.,L-000054,"Warehouse Zone, Cuddalore",CEN-CRIME-UNIT-03,P-001380,P-000603,P-000385,INV-0017,OPEN,MEDIUM
FIR-000111,CR-2026-2006,2026-06-13 20:00:20,2026-06-12 15:00:20,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 06.,L-000192,"Bypass, Cuddalore",WEST-INV-DIV,P-001644,P-000562,P-001105,INV-0076,UNDER_REVIEW,CRITICAL
FIR-000112,CR-2026-2007,2026-04-26 04:06:38,2026-04-23 12:06:38,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 07.,L-000020,"Residential Colony, Karur",CYBER-CELL-01,P-001847,P-001689,P-001863,INV-0028,CLOSED,CRITICAL
FIR-000113,CR-2026-2014,2026-05-09 06:24:30,2026-05-07 16:24:30,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 14.,L-000119,"SIPCOT, Krishnagiri",FIN-CRIME-CELL,P-000922,P-001555,P-001183,INV-0062,OPEN,HIGH
FIR-000114,CR-2026-2010,2026-06-03 03:23:27,2026-05-31 16:23:27,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Vehicle Theft probe 10.,L-000085,"Warehouse Zone, Thanjavur",WEST-INV-DIV,P-000473,P-001712,P-001603,INV-0006,OPEN,HIGH
FIR-000115,CR-2026-2002,2026-04-21 07:05:41,2026-04-18 13:05:41,ASSAULT,Fictional assault incident tied to Synthetic Phone Fraud probe 02.,L-000044,"Old Town, Cuddalore",NARC-BUREAU-01,P-000481,P-001661,P-001743,INV-0121,OPEN,HIGH
FIR-000116,CR-2026-2004,2026-09-02 14:09:56,2026-09-01 16:09:56,THEFT,Fictional theft incident tied to Synthetic Cyber Fraud probe 04.,L-000131,"Warehouse Zone, Kanniyakumari",NORTH-POL-SEC,P-000319,P-001991,P-001369,INV-0020,OPEN,MEDIUM
FIR-000117,CR-2026-2009,2026-02-23 11:30:27,2026-02-21 09:30:27,THEFT,Fictional theft incident tied to Synthetic Gold Smuggling probe 09.,L-000119,"SIPCOT, Krishnagiri",NORTH-POL-SEC,P-001229,P-000360,P-000355,INV-0088,OPEN,MEDIUM
FIR-000118,CR-2026-2009,2026-03-25 16:49:54,2026-03-25 04:49:54,EXTORTION,Fictional extortion incident tied to Synthetic Gold Smuggling probe 09.,L-000151,"Warehouse Zone, Salem",CEN-CRIME-UNIT-02,P-000887,P-001588,P-001168,INV-0157,OPEN,HIGH
FIR-000119,CR-2026-2008,2026-04-12 04:53:16,2026-04-11 01:53:16,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Financial Fraud probe 08.,L-000020,"Residential Colony, Karur",SOUTH-POL-SEC,P-000548,P-001263,P-000786,INV-0158,UNDER_REVIEW,HIGH
FIR-000120,CR-2026-2006,2026-04-13 08:31:26,2026-04-11 15:31:26,SMUGGLING,Fictional smuggling incident tied to Synthetic Logistics Crime probe 06.,L-000130,"Auto Nagar, Nagapattinam",CYBER-CELL-01,P-001304,P-000562,P-000080,INV-0151,CLOSED,MEDIUM
FIR-000121,CR-2026-2019,2026-03-23 18:25:52,2026-03-21 17:25:52,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Financial Fraud probe 19.,L-000024,"Bus Stand, Tiruchirappalli",NORTH-POL-SEC,P-001948,P-000984,P-001636,INV-0136,UNDER_REVIEW,LOW
FIR-000122,CR-2026-2003,2026-05-06 17:24:23,2026-05-03 19:24:23,SMUGGLING,Fictional smuggling incident tied to Synthetic Gold Smuggling probe 03.,L-000021,"Old Town, Coimbatore",FIN-CRIME-CELL,P-000205,P-000635,P-001620,INV-0036,OPEN,CRITICAL
FIR-000123,CR-2026-2016,2026-01-09 04:13:09,2026-01-06 17:13:09,THEFT,Fictional theft incident tied to Synthetic Phone Fraud probe 16.,L-000082,"Highway Junction, Nagercoil",SOUTH-POL-SEC,P-001644,P-001126,P-001720,INV-0019,CLOSED,LOW
FIR-000124,CR-2026-2003,2026-08-10 16:02:06,2026-08-10 02:02:06,THEFT,Fictional theft incident tied to Synthetic Gold Smuggling probe 03.,L-000106,"Railway Station, Hosur",CYBER-CELL-01,P-001826,P-000635,P-001329,INV-0127,OPEN,MEDIUM
FIR-000125,CR-2026-2006,2026-08-24 20:51:01,2026-08-21 21:51:01,THEFT,Fictional theft incident tied to Synthetic Logistics Crime probe 06.,L-000193,"Grain Market, Tirunelveli",WEST-INV-DIV,P-000720,P-000720,P-001014,INV-0019,CLOSED,CRITICAL
FIR-000126,CR-2026-2009,2026-04-26 04:02:10,2026-04-23 13:02:10,EXTORTION,Fictional extortion incident tied to Synthetic Gold Smuggling probe 09.,L-000153,"University Road, Krishnagiri",WEST-INV-DIV,P-000475,P-000073,P-000360,INV-0036,CLOSED,HIGH
FIR-000127,CR-2026-2007,2026-05-27 22:33:28,2026-05-26 02:33:28,THEFT,Fictional theft incident tied to Synthetic Cyber Fraud probe 07.,L-000151,"Warehouse Zone, Salem",WEST-INV-DIV,P-001863,P-001762,P-001684,INV-0120,OPEN,LOW
FIR-000128,CR-2026-2012,2026-05-07 01:13:51,2026-05-06 04:13:51,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Illegal Trade probe 12.,L-000165,"Ring Road, Krishnagiri",CEN-CRIME-UNIT-02,P-001239,P-001060,P-000760,INV-0086,OPEN,HIGH
FIR-000129,CR-2026-2004,2026-07-10 17:32:03,2026-07-07 18:32:03,ASSAULT,Fictional assault incident tied to Synthetic Cyber Fraud probe 04.,L-000188,"Railway Station, Chennai",FIN-CRIME-CELL,P-001420,P-000608,P-001369,INV-0123,CLOSED,HIGH
FIR-000130,CR-2026-2004,2026-08-22 02:50:48,2026-08-21 08:50:48,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Cyber Fraud probe 04.,L-000015,"SIPCOT, Kanniyakumari",FIN-CRIME-CELL,P-001788,P-001371,P-001991,INV-0017,UNDER_REVIEW,HIGH
FIR-000131,CR-2026-2012,2026-05-24 05:33:24,2026-05-23 19:33:24,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Illegal Trade probe 12.,L-000190,"Residential Colony, Erode",SOUTH-POL-SEC,P-000615,P-001239,P-001239,INV-0041,OPEN,HIGH
FIR-000132,CR-2026-2016,2026-06-04 16:18:08,2026-06-01 18:18:08,SMUGGLING,Fictional smuggling incident tied to Synthetic Phone Fraud probe 16.,L-000121,"Residential Colony, Nagercoil",EAST-INV-DIV,P-000197,P-000964,P-001720,INV-0056,CLOSED,CRITICAL
FIR-000133,CR-2026-2014,2026-01-05 08:31:04,2026-01-02 08:31:04,SMUGGLING,Fictional smuggling incident tied to Synthetic Logistics Crime probe 14.,L-000165,"Ring Road, Krishnagiri",SOUTH-POL-SEC,P-001653,P-000712,P-001183,INV-0051,OPEN,HIGH
FIR-000134,CR-2026-2017,2026-02-05 17:58:05,2026-02-03 12:58:05,EXTORTION,Fictional extortion incident tied to Synthetic Logistics Crime probe 17.,L-000020,"Residential Colony, Karur",SOUTH-POL-SEC,P-001635,P-000922,P-001128,INV-0074,CLOSED,HIGH
FIR-000135,CR-2026-2004,2026-07-04 13:16:07,2026-07-02 16:16:07,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 04.,L-000082,"Highway Junction, Nagercoil",NORTH-POL-SEC,P-001788,P-001420,P-001420,INV-0058,CLOSED,CRITICAL
FIR-000136,CR-2026-2008,2026-04-07 23:16:57,2026-04-06 04:16:57,SMUGGLING,Fictional smuggling incident tied to Synthetic Financial Fraud probe 08.,L-000077,"Textile Market, Coimbatore",NARC-BUREAU-01,P-001535,P-001263,P-000056,INV-0089,OPEN,HIGH
FIR-000137,CR-2026-2018,2026-05-04 20:25:41,2026-05-02 18:25:41,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Human Trafficking probe 18.,L-000114,"Ring Road, Thanjavur",NARC-BUREAU-01,P-000936,P-001752,P-000169,INV-0029,OPEN,HIGH
FIR-000138,CR-2026-2006,2026-03-12 04:03:32,2026-03-09 08:03:32,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Logistics Crime probe 06.,L-000178,"Bus Stand, Karur",SOUTH-POL-SEC,P-001180,P-001105,P-000854,INV-0067,OPEN,HIGH
FIR-000139,CR-2026-2019,2026-07-31 06:16:59,2026-07-29 12:16:59,ASSAULT,Fictional assault incident tied to Synthetic Financial Fraud probe 19.,L-000178,"Bus Stand, Karur",CYBER-CELL-01,P-000804,P-001636,P-000690,INV-0084,OPEN,LOW
FIR-000140,CR-2026-2008,2026-03-29 18:28:40,2026-03-28 14:28:40,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Financial Fraud probe 08.,L-000151,"Warehouse Zone, Salem",EAST-INV-DIV,P-001317,P-001317,P-001263,INV-0124,UNDER_REVIEW,MEDIUM
FIR-000141,CR-2026-2015,2026-08-27 17:38:25,2026-08-25 06:38:25,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 15.,L-000027,"Port Area, Nagapattinam",WEST-INV-DIV,P-001801,P-001240,P-000983,INV-0074,CLOSED,HIGH
FIR-000142,CR-2026-2011,2026-06-01 19:43:44,2026-05-31 02:43:44,EXTORTION,Fictional extortion incident tied to Synthetic Narcotics probe 11.,L-000130,"Auto Nagar, Nagapattinam",NARC-BUREAU-01,P-001050,P-000005,P-000870,INV-0113,OPEN,MEDIUM
FIR-000143,CR-2026-2017,2026-02-24 17:23:24,2026-02-24 11:23:24,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 17.,L-000153,"University Road, Krishnagiri",WEST-INV-DIV,P-000697,P-001322,P-001945,INV-0041,CLOSED,LOW
FIR-000144,CR-2026-2011,2026-07-14 01:44:53,2026-07-13 13:44:53,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Narcotics probe 11.,L-000038,"Bus Stand, Madurai",FIN-CRIME-CELL,P-000385,P-000364,P-001293,INV-0131,UNDER_REVIEW,CRITICAL
FIR-000145,CR-2026-2008,2026-02-19 13:48:26,2026-02-19 01:48:26,THEFT,Fictional theft incident tied to Synthetic Financial Fraud probe 08.,L-000082,"Highway Junction, Nagercoil",CEN-CRIME-UNIT-02,P-000655,P-000056,P-000372,INV-0118,UNDER_REVIEW,LOW
FIR-000146,CR-2026-2013,2026-05-05 08:40:45,2026-05-05 00:40:45,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Narcotics probe 13.,L-000023,"Bus Stand, Kanniyakumari",WEST-INV-DIV,P-000786,P-000894,P-000583,INV-0006,OPEN,MEDIUM
FIR-000147,CR-2026-2002,2026-02-22 07:33:17,2026-02-20 17:33:17,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Phone Fraud probe 02.,L-000095,"Port Area, Nagercoil",NORTH-POL-SEC,P-001076,P-001506,P-000193,INV-0114,CLOSED,CRITICAL
FIR-000148,CR-2026-2014,2026-04-08 12:06:46,2026-04-07 04:06:46,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 14.,L-000038,"Bus Stand, Madurai",EAST-INV-DIV,P-001917,P-000045,P-001766,INV-0127,OPEN,HIGH
FIR-000149,CR-2026-2005,2026-03-09 16:08:53,2026-03-08 14:08:53,EXTORTION,Fictional extortion incident tied to Synthetic Financial Fraud probe 05.,L-000095,"Port Area, Nagercoil",NARC-BUREAU-01,P-001832,P-000843,P-001231,INV-0024,OPEN,HIGH
FIR-000150,CR-2026-2002,2026-03-17 18:53:32,2026-03-15 14:53:32,THEFT,Fictional theft incident tied to Synthetic Phone Fraud probe 02.,L-000114,"Ring Road, Thanjavur",NARC-BUREAU-01,P-000379,P-001622,P-000193,INV-0067,OPEN,HIGH
FIR-000151,CR-2026-2011,2026-05-06 21:40:26,2026-05-06 00:40:26,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Narcotics probe 11.,L-000077,"Textile Market, Coimbatore",NARC-BUREAU-01,P-000005,P-000385,P-000385,INV-0144,OPEN,HIGH
FIR-000152,CR-2026-2011,2026-05-28 12:02:44,2026-05-27 07:02:44,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Narcotics probe 11.,L-000025,"Textile Market, Nagapattinam",WEST-INV-DIV,P-001380,P-000385,P-000260,INV-0027,OPEN,CRITICAL
FIR-000153,CR-2026-2020,2026-05-25 10:51:02,2026-05-23 13:51:02,SMUGGLING,Fictional smuggling incident tied to Synthetic Human Trafficking probe 20.,L-000077,"Textile Market, Coimbatore",EAST-INV-DIV,P-001357,P-001337,P-001933,INV-0097,OPEN,CRITICAL
FIR-000154,CR-2026-2006,2026-02-16 04:19:08,2026-02-13 08:19:08,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Logistics Crime probe 06.,L-000165,"Ring Road, Krishnagiri",EAST-INV-DIV,P-001272,P-001105,P-001270,INV-0093,OPEN,HIGH
FIR-000155,CR-2026-2020,2026-07-29 03:24:14,2026-07-28 17:24:14,ASSAULT,Fictional assault incident tied to Synthetic Human Trafficking probe 20.,L-000020,"Residential Colony, Karur",FIN-CRIME-CELL,P-000668,P-001491,P-001357,INV-0134,CLOSED,HIGH
FIR-000156,CR-2026-2003,2026-01-04 22:38:33,2026-01-02 23:38:33,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Gold Smuggling probe 03.,L-000096,"Warehouse Zone, Tiruchirappalli",WEST-INV-DIV,P-001329,P-001620,P-001826,INV-0023,CLOSED,CRITICAL
FIR-000157,CR-2026-2013,2026-05-05 08:52:18,2026-05-04 01:52:18,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Narcotics probe 13.,L-000188,"Railway Station, Chennai",CYBER-CELL-01,P-001271,P-001849,P-000511,INV-0070,OPEN,CRITICAL
FIR-000158,CR-2026-2014,2026-03-16 17:42:58,2026-03-13 18:42:58,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Logistics Crime probe 14.,L-000017,"Ring Road, Hosur",NARC-BUREAU-01,P-000697,P-000335,P-001555,INV-0138,OPEN,MEDIUM
FIR-000159,CR-2026-2015,2026-03-10 01:26:43,2026-03-07 08:26:43,EXTORTION,Fictional extortion incident tied to Synthetic Cyber Fraud probe 15.,L-000049,"Technology Park, Nagercoil",NORTH-POL-SEC,P-001653,P-000983,P-001773,INV-0125,CLOSED,MEDIUM
FIR-000160,CR-2026-2003,2026-07-08 11:54:33,2026-07-06 22:54:33,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Gold Smuggling probe 03.,L-000132,"Market Road, Karur",NARC-BUREAU-01,P-001329,P-001620,P-001620,INV-0021,CLOSED,MEDIUM
FIR-000161,CR-2026-2012,2026-04-14 18:25:34,2026-04-13 09:25:34,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Illegal Trade probe 12.,L-000170,"Bus Stand, Karur",CEN-CRIME-UNIT-03,P-000528,P-000428,P-001382,INV-0103,OPEN,HIGH
FIR-000162,CR-2026-2007,2026-01-19 03:41:49,2026-01-18 23:41:49,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 07.,L-000031,"Highway Junction, Dindigul",CEN-CRIME-UNIT-02,P-001367,P-001718,P-000115,INV-0075,CLOSED,HIGH
FIR-000163,CR-2026-2018,2026-08-10 13:53:54,2026-08-08 00:53:54,SMUGGLING,Fictional smuggling incident tied to Synthetic Human Trafficking probe 18.,L-000147,"Port Area, Tiruchirappalli",CYBER-CELL-01,P-000535,P-001197,P-000535,INV-0057,OPEN,HIGH
FIR-000164,CR-2026-2010,2026-05-24 03:15:29,2026-05-22 17:15:29,EXTORTION,Fictional extortion incident tied to Synthetic Vehicle Theft probe 10.,L-000079,"Warehouse Zone, Salem",NORTH-POL-SEC,P-001110,P-001110,P-001110,INV-0096,CLOSED,LOW
FIR-000165,CR-2026-2011,2026-07-28 11:53:29,2026-07-26 16:53:29,ASSAULT,Fictional assault incident tied to Synthetic Narcotics probe 11.,L-000047,"Industrial Estate, Salem",WEST-INV-DIV,P-001380,P-000840,P-000005,INV-0014,CLOSED,MEDIUM
FIR-000166,CR-2026-2006,2026-07-04 05:32:40,2026-07-01 06:32:40,SMUGGLING,Fictional smuggling incident tied to Synthetic Logistics Crime probe 06.,L-000153,"University Road, Krishnagiri",NORTH-POL-SEC,P-000017,P-001180,P-000689,INV-0118,OPEN,MEDIUM
FIR-000167,CR-2026-2001,2026-01-18 09:57:12,2026-01-15 17:57:12,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 01.,L-000105,"Bypass, Tirunelveli",WEST-INV-DIV,P-000981,P-001346,P-000981,INV-0030,CLOSED,HIGH
FIR-000168,CR-2026-2001,2026-03-01 18:31:45,2026-02-28 02:31:45,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 01.,L-000023,"Bus Stand, Kanniyakumari",CEN-CRIME-UNIT-01,P-000023,P-000248,P-000626,INV-0057,UNDER_REVIEW,HIGH
FIR-000169,CR-2026-2012,2026-02-13 19:17:03,2026-02-11 06:17:03,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Illegal Trade probe 12.,L-000072,"Warehouse Zone, Erode",CEN-CRIME-UNIT-03,P-001239,P-000488,P-000528,INV-0044,CLOSED,HIGH
FIR-000170,CR-2026-2001,2026-04-08 21:24:38,2026-04-06 04:24:38,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Cyber Fraud probe 01.,L-000121,"Residential Colony, Nagercoil",NARC-BUREAU-01,P-000981,P-001447,P-001448,INV-0055,OPEN,HIGH
FIR-000171,CR-2026-2013,2026-06-10 23:42:49,2026-06-10 14:42:49,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Narcotics probe 13.,L-000077,"Textile Market, Coimbatore",CEN-CRIME-UNIT-02,P-001490,P-000894,P-000362,INV-0093,OPEN,HIGH
FIR-000172,CR-2026-2015,2026-08-11 21:10:51,2026-08-10 13:10:51,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 15.,L-000020,"Residential Colony, Karur",CEN-CRIME-UNIT-02,P-000510,P-001801,P-001801,INV-0155,CLOSED,MEDIUM
FIR-000173,CR-2026-2016,2026-04-15 18:02:31,2026-04-15 10:02:31,ASSAULT,Fictional assault incident tied to Synthetic Phone Fraud probe 16.,L-000181,"Highway Junction, Chennai",WEST-INV-DIV,P-000964,P-000430,P-000530,INV-0106,CLOSED,HIGH
FIR-000174,CR-2026-2001,2026-01-11 23:25:39,2026-01-10 19:25:39,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 01.,L-000072,"Warehouse Zone, Erode",CYBER-CELL-01,P-000023,P-000023,P-000023,INV-0129,OPEN,HIGH
FIR-000175,CR-2026-2001,2026-02-20 10:15:06,2026-02-18 14:15:06,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Cyber Fraud probe 01.,L-000009,"Highway Junction, Krishnagiri",CEN-CRIME-UNIT-01,P-001447,P-000602,P-000602,INV-0156,OPEN,MEDIUM
FIR-000176,CR-2026-2014,2026-03-29 04:13:09,2026-03-27 11:13:09,ASSAULT,Fictional assault incident tied to Synthetic Logistics Crime probe 14.,L-000023,"Bus Stand, Kanniyakumari",SOUTH-POL-SEC,P-001917,P-001682,P-001555,INV-0088,UNDER_REVIEW,HIGH
FIR-000177,CR-2026-2012,2026-04-11 10:46:59,2026-04-09 03:46:59,EXTORTION,Fictional extortion incident tied to Synthetic Illegal Trade probe 12.,L-000072,"Warehouse Zone, Erode",FIN-CRIME-CELL,P-000428,P-001060,P-001651,INV-0140,CLOSED,MEDIUM
FIR-000178,CR-2026-2007,2026-08-02 00:45:47,2026-07-31 05:45:47,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 07.,L-000192,"Bypass, Cuddalore",NORTH-POL-SEC,P-000115,P-000367,P-001367,INV-0031,CLOSED,MEDIUM
FIR-000179,CR-2026-2005,2026-06-16 03:30:24,2026-06-14 15:30:24,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Financial Fraud probe 05.,L-000003,"University Road, Erode",CEN-CRIME-UNIT-01,P-000015,P-001437,P-000843,INV-0038,CLOSED,CRITICAL
